filename,width,height,class,xmin,ymin,xmax,ymax
imagen_nueva204.png,200,60,y,67,22,96,57
imagen_nueva204.png,200,60,d,97,13,128,49
imagen_nueva204.png,200,60,f,128,12,154,48
imagen_nueva205.png,200,60,g,9,15,38,56
imagen_nueva205.png,200,60,k,39,6,70,46
imagen_nueva205.png,200,60,r,67,15,91,47
imagen_nueva205.png,200,60,y,85,16,118,55
imagen_nueva205.png,200,60,g,115,15,144,56
imagen_nueva206.png,200,60,3,10,14,38,48
imagen_nueva206.png,200,60,e,37,22,66,48
imagen_nueva206.png,200,60,k,66,11,96,48
imagen_nueva206.png,200,60,k,96,12,126,48
imagen_nueva206.png,200,60,e,125,20,155,48
imagen_nueva207.png,200,60,p,7,19,39,57
imagen_nueva207.png,200,60,e,38,21,67,49
imagen_nueva207.png,200,60,k,65,12,96,49
imagen_nueva207.png,200,60,h,94,13,125,48
imagen_nueva207.png,200,60,n,123,19,155,49
imagen_nueva208.png,200,60,2,8,8,39,49
imagen_nueva208.png,200,60,4,40,8,70,48
imagen_nueva208.png,200,60,b,70,7,102,48
imagen_nueva208.png,200,60,3,100,7,130,48
imagen_nueva208.png,200,60,6,131,7,164,48
imagen_nueva209.png,200,60,2,10,14,37,47
imagen_nueva209.png,200,60,k,37,13,68,48
imagen_nueva209.png,200,60,3,68,12,96,48
imagen_nueva209.png,200,60,e,95,20,125,48
imagen_nueva209.png,200,60,b,124,13,156,48
imagen_nueva21.png,200,60,m,6,20,39,47
imagen_nueva21.png,200,60,b,36,11,67,49
imagen_nueva21.png,200,60,p,66,20,95,57
imagen_nueva21.png,200,60,5,98,12,124,47
imagen_nueva21.png,200,60,x,125,21,155,48
imagen_nueva211.png,200,60,p,9,16,40,56
imagen_nueva211.png,200,60,6,42,7,70,48
imagen_nueva211.png,200,60,r,70,16,95,47
imagen_nueva211.png,200,60,m,91,15,135,46
imagen_nueva211.png,200,60,6,138,6,169,49
imagen_nueva212.png,200,60,4,7,8,39,47
imagen_nueva212.png,200,60,f,40,7,65,47
imagen_nueva212.png,200,60,n,58,16,86,47
imagen_nueva212.png,200,60,k,88,6,119,48
imagen_nueva212.png,200,60,2,114,6,145,48
imagen_nueva213.png,200,60,b,11,6,45,48
imagen_nueva213.png,200,60,4,43,7,76,47
imagen_nueva213.png,200,60,a,76,16,110,48
imagen_nueva213.png,200,60,4,111,7,145,48
imagen_nueva213.png,200,60,7,145,8,176,47
imagen_nueva214.png,200,60,6,9,7,43,49
imagen_nueva214.png,200,60,w,42,15,86,48
imagen_nueva214.png,200,60,f,86,5,110,47
imagen_nueva214.png,200,60,3,108,8,139,47
imagen_nueva214.png,200,60,e,141,15,173,47
imagen_nueva215.png,200,60,x,8,15,42,48
imagen_nueva215.png,200,60,8,41,8,74,47
imagen_nueva215.png,200,60,k,76,6,107,48
imagen_nueva215.png,200,60,y,106,14,138,58
imagen_nueva215.png,200,60,m,138,14,187,47
imagen_nueva216.png,200,60,8,9,8,40,49
imagen_nueva216.png,200,60,r,41,16,64,47
imagen_nueva216.png,200,60,p,59,16,91,57
imagen_nueva216.png,200,60,w,92,15,132,49
imagen_nueva216.png,200,60,3,128,7,159,48
imagen_nueva217.png,200,60,n,7,21,39,48
imagen_nueva217.png,200,60,w,36,20,69,49
imagen_nueva217.png,200,60,e,67,20,96,48
imagen_nueva217.png,200,60,m,93,20,127,49
imagen_nueva217.png,200,60,5,126,12,154,47
imagen_nueva218.png,200,60,3,8,7,38,49
imagen_nueva218.png,200,60,x,38,16,69,48
imagen_nueva218.png,200,60,k,69,6,100,48
imagen_nueva218.png,200,60,5,97,7,126,48
imagen_nueva218.png,200,60,g,127,17,159,56
imagen_nueva219.png,200,60,5,9,8,42,48
imagen_nueva219.png,200,60,n,44,16,77,48
imagen_nueva219.png,200,60,f,76,6,101,49
imagen_nueva219.png,200,60,f,99,7,122,47
imagen_nueva219.png,200,60,2,119,5,151,49
imagen_nueva22.png,200,60,w,8,14,53,48
imagen_nueva22.png,200,60,8,53,5,85,47
imagen_nueva22.png,200,60,p,88,16,122,57
imagen_nueva22.png,200,60,d,123,5,153,48
imagen_nueva22.png,200,60,c,155,15,184,48
imagen_nueva220.png,200,60,4,10,12,36,47
imagen_nueva220.png,200,60,8,40,13,66,47
imagen_nueva220.png,200,60,f,70,14,97,47
imagen_nueva220.png,200,60,e,96,20,125,48
imagen_nueva220.png,200,60,b,122,11,154,48
imagen_nueva221.png,200,60,f,10,5,33,47
imagen_nueva221.png,200,60,k,27,6,58,48
imagen_nueva221.png,200,60,c,55,15,82,46
imagen_nueva221.png,200,60,a,81,17,110,48
imagen_nueva221.png,200,60,4,108,8,139,47
imagen_nueva222.png,200,60,y,7,15,39,57
imagen_nueva222.png,200,60,f,39,6,62,48
imagen_nueva222.png,200,60,k,56,6,85,47
imagen_nueva222.png,200,60,5,82,8,113,47
imagen_nueva222.png,200,60,c,113,15,141,47
imagen_nueva223.png,200,60,f,7,6,34,48
imagen_nueva223.png,200,60,h,33,5,64,48
imagen_nueva223.png,200,60,b,67,5,100,49
imagen_nueva223.png,200,60,4,100,9,134,48
imagen_nueva223.png,200,60,y,131,13,165,58
imagen_nueva224.png,200,60,g,9,16,39,57
imagen_nueva224.png,200,60,3,38,8,69,48
imagen_nueva224.png,200,60,a,70,16,99,49
imagen_nueva224.png,200,60,m,99,14,143,48
imagen_nueva224.png,200,60,8,145,5,176,46
imagen_nueva225.png,200,60,m,5,21,41,47
imagen_nueva225.png,200,60,r,39,21,68,48
imagen_nueva225.png,200,60,c,68,21,97,48
imagen_nueva225.png,200,60,w,95,20,126,49
imagen_nueva225.png,200,60,r,127,20,155,47
imagen_nueva226.png,200,60,r,9,16,34,47
imagen_nueva226.png,200,60,b,30,6,59,46
imagen_nueva226.png,200,60,b,58,5,90,47
imagen_nueva226.png,200,60,y,88,17,119,56
imagen_nueva226.png,200,60,f,119,5,142,47
imagen_nueva227.png,200,60,y,6,14,42,58
imagen_nueva227.png,200,60,k,41,6,74,48
imagen_nueva227.png,200,60,a,72,16,104,48
imagen_nueva227.png,200,60,8,105,8,138,47
imagen_nueva227.png,200,60,d,139,5,173,48
imagen_nueva228.png,200,60,y,7,21,39,58
imagen_nueva228.png,200,60,8,39,13,66,48
imagen_nueva228.png,200,60,g,67,22,98,57
imagen_nueva228.png,200,60,d,97,14,128,48
imagen_nueva228.png,200,60,d,126,13,157,48
imagen_nueva229.png,200,60,k,8,12,39,47
imagen_nueva229.png,200,60,f,41,14,67,47
imagen_nueva229.png,200,60,g,67,21,97,57
imagen_nueva229.png,200,60,n,96,20,124,48
imagen_nueva229.png,200,60,n,125,20,154,47
imagen_nueva23.png,200,60,4,9,13,35,49
imagen_nueva23.png,200,60,x,38,20,66,48
imagen_nueva23.png,200,60,2,68,12,94,49
imagen_nueva23.png,200,60,d,96,13,126,50
imagen_nueva23.png,200,60,a,125,20,156,49
imagen_nueva230.png,200,60,n,10,17,38,47
imagen_nueva230.png,200,60,2,39,8,69,48
imagen_nueva230.png,200,60,n,70,16,98,47
imagen_nueva230.png,200,60,5,99,8,130,48
imagen_nueva230.png,200,60,c,131,17,159,48
imagen_nueva231.png,200,60,d,9,5,43,48
imagen_nueva231.png,200,60,r,44,16,69,48
imagen_nueva231.png,200,60,a,68,15,98,48
imagen_nueva231.png,200,60,b,102,5,135,49
imagen_nueva231.png,200,60,3,135,8,166,48
imagen_nueva233.png,200,60,r,11,15,35,48
imagen_nueva233.png,200,60,n,35,15,66,48
imagen_nueva233.png,200,60,e,68,16,101,48
imagen_nueva233.png,200,60,d,102,5,135,49
imagen_nueva233.png,200,60,c,135,17,164,49
imagen_nueva235.png,200,60,e,8,17,42,47
imagen_nueva235.png,200,60,8,43,8,75,48
imagen_nueva235.png,200,60,7,76,8,107,47
imagen_nueva235.png,200,60,p,110,16,144,57
imagen_nueva235.png,200,60,2,143,7,175,48
imagen_nueva236.png,200,60,2,9,13,36,48
imagen_nueva236.png,200,60,b,35,12,68,49
imagen_nueva236.png,200,60,g,68,22,97,56
imagen_nueva236.png,200,60,y,96,22,126,57
imagen_nueva236.png,200,60,h,123,12,155,48
imagen_nueva237.png,200,60,e,8,21,39,48
imagen_nueva237.png,200,60,6,42,13,67,49
imagen_nueva237.png,200,60,7,68,12,95,48
imagen_nueva237.png,200,60,6,99,13,124,49
imagen_nueva237.png,200,60,d,126,14,157,50
imagen_nueva238.png,200,60,x,7,16,39,47
imagen_nueva238.png,200,60,h,38,6,67,48
imagen_nueva238.png,200,60,f,68,6,92,47
imagen_nueva238.png,200,60,b,85,6,115,48
imagen_nueva238.png,200,60,f,115,5,139,48
imagen_nueva239.png,200,60,8,8,8,40,48
imagen_nueva239.png,200,60,m,42,15,85,48
imagen_nueva239.png,200,60,r,87,16,112,48
imagen_nueva239.png,200,60,e,106,16,138,47
imagen_nueva239.png,200,60,6,137,6,168,48
imagen_nueva24.png,200,60,6,11,13,39,49
imagen_nueva24.png,200,60,2,39,13,66,48
imagen_nueva24.png,200,60,y,67,22,95,57
imagen_nueva24.png,200,60,8,97,12,124,48
imagen_nueva24.png,200,60,n,124,21,154,47
imagen_nueva240.png,200,60,k,8,11,38,46
imagen_nueva240.png,200,60,h,36,12,68,47
imagen_nueva240.png,200,60,2,67,13,96,48
imagen_nueva240.png,200,60,c,98,21,126,48
imagen_nueva240.png,200,60,f,127,13,154,48
imagen_nueva241.png,200,60,f,7,7,33,48
imagen_nueva241.png,200,60,a,31,16,62,48
imagen_nueva241.png,200,60,b,65,5,98,48
imagen_nueva241.png,200,60,d,98,7,130,47
imagen_nueva241.png,200,60,r,134,15,157,46
imagen_nueva242.png,200,60,p,8,16,40,56
imagen_nueva242.png,200,60,h,40,7,69,47
imagen_nueva242.png,200,60,r,70,16,93,47
imagen_nueva242.png,200,60,3,89,7,119,47
imagen_nueva242.png,200,60,r,120,16,145,47
imagen_nueva243.png,200,60,p,6,20,39,57
imagen_nueva243.png,200,60,h,36,12,68,47
imagen_nueva243.png,200,60,6,71,13,96,48
imagen_nueva243.png,200,60,w,95,22,127,48
imagen_nueva243.png,200,60,r,125,21,154,48
imagen_nueva244.png,200,60,h,10,6,42,49
imagen_nueva244.png,200,60,k,46,7,79,48
imagen_nueva244.png,200,60,n,78,15,110,48
imagen_nueva244.png,200,60,c,112,16,139,47
imagen_nueva244.png,200,60,k,142,6,174,49
imagen_nueva245.png,200,60,b,10,6,44,49
imagen_nueva245.png,200,60,f,42,7,67,48
imagen_nueva245.png,200,60,p,67,15,98,56
imagen_nueva245.png,200,60,h,100,5,130,47
imagen_nueva245.png,200,60,3,134,8,165,49
imagen_nueva246.png,200,60,3,10,8,41,48
imagen_nueva246.png,200,60,3,44,8,75,48
imagen_nueva246.png,200,60,6,78,7,110,48
imagen_nueva246.png,200,60,5,111,8,143,48
imagen_nueva246.png,200,60,h,145,7,177,48
imagen_nueva247.png,200,60,w,11,15,50,47
imagen_nueva247.png,200,60,6,50,7,79,45
imagen_nueva247.png,200,60,a,79,17,106,47
imagen_nueva247.png,200,60,5,108,7,139,47
imagen_nueva247.png,200,60,c,139,16,167,48
imagen_nueva248.png,200,60,c,9,17,37,47
imagen_nueva248.png,200,60,n,39,15,71,47
imagen_nueva248.png,200,60,6,72,8,105,48
imagen_nueva248.png,200,60,6,107,7,138,48
imagen_nueva248.png,200,60,x,137,15,170,47
imagen_nueva249.png,200,60,h,7,12,39,48
imagen_nueva249.png,200,60,g,38,20,69,57
imagen_nueva249.png,200,60,6,70,13,96,48
imagen_nueva249.png,200,60,g,96,21,127,57
imagen_nueva249.png,200,60,d,125,14,157,49
imagen_nueva25.png,200,60,2,9,8,42,48
imagen_nueva25.png,200,60,y,42,15,74,58
imagen_nueva25.png,200,60,e,75,17,106,48
imagen_nueva25.png,200,60,x,105,16,138,48
imagen_nueva25.png,200,60,g,137,16,171,58
imagen_nueva251.png,200,60,p,5,20,39,56
imagen_nueva251.png,200,60,8,40,13,64,46
imagen_nueva251.png,200,60,e,67,20,96,48
imagen_nueva251.png,200,60,c,97,20,125,48
imagen_nueva251.png,200,60,y,125,21,155,56
imagen_nueva252.png,200,60,w,6,20,40,48
imagen_nueva252.png,200,60,8,40,13,66,48
imagen_nueva252.png,200,60,w,65,21,97,48
imagen_nueva252.png,200,60,w,96,22,127,48
imagen_nueva252.png,200,60,4,127,13,152,47
imagen_nueva253.png,200,60,3,8,8,39,48
imagen_nueva253.png,200,60,e,41,17,70,49
imagen_nueva253.png,200,60,r,71,15,94,47
imagen_nueva253.png,200,60,6,91,7,118,45
imagen_nueva253.png,200,60,8,120,7,151,46
imagen_nueva254.png,200,60,g,9,16,43,57
imagen_nueva254.png,200,60,r,44,16,70,48
imagen_nueva254.png,200,60,a,69,16,99,48
imagen_nueva254.png,200,60,n,102,16,135,48
imagen_nueva254.png,200,60,e,135,16,168,47
imagen_nueva255.png,200,60,k,8,13,39,48
imagen_nueva255.png,200,60,g,38,21,68,56
imagen_nueva255.png,200,60,b,64,13,97,47
imagen_nueva255.png,200,60,y,95,21,126,57
imagen_nueva255.png,200,60,h,124,12,154,47
imagen_nueva256.png,200,60,2,9,14,38,47
imagen_nueva256.png,200,60,5,39,14,66,49
imagen_nueva256.png,200,60,m,64,21,98,48
imagen_nueva256.png,200,60,4,98,13,124,48
imagen_nueva256.png,200,60,4,126,13,152,48
imagen_nueva257.png,200,60,h,7,13,39,47
imagen_nueva257.png,200,60,w,37,21,69,48
imagen_nueva257.png,200,60,x,67,21,97,47
imagen_nueva257.png,200,60,k,95,12,126,48
imagen_nueva257.png,200,60,5,126,12,153,47
imagen_nueva258.png,200,60,b,9,7,39,48
imagen_nueva258.png,200,60,k,38,7,71,47
imagen_nueva258.png,200,60,5,66,7,96,48
imagen_nueva258.png,200,60,3,97,7,129,47
imagen_nueva258.png,200,60,f,129,7,155,47
imagen_nueva259.png,200,60,c,9,22,38,49
imagen_nueva259.png,200,60,b,37,12,68,48
imagen_nueva259.png,200,60,c,69,20,96,47
imagen_nueva259.png,200,60,5,98,12,125,47
imagen_nueva259.png,200,60,7,126,13,152,47
imagen_nueva26.png,200,60,5,11,7,40,49
imagen_nueva26.png,200,60,f,41,7,65,48
imagen_nueva26.png,200,60,m,64,15,112,48
imagen_nueva26.png,200,60,p,117,14,147,57
imagen_nueva26.png,200,60,x,149,16,181,49
imagen_nueva260.png,200,60,6,10,7,39,48
imagen_nueva260.png,200,60,e,42,17,70,48
imagen_nueva260.png,200,60,r,70,16,94,47
imagen_nueva260.png,200,60,3,90,6,120,47
imagen_nueva260.png,200,60,8,121,6,151,45
imagen_nueva261.png,200,60,b,9,6,40,49
imagen_nueva261.png,200,60,n,40,16,69,48
imagen_nueva261.png,200,60,d,69,6,102,48
imagen_nueva261.png,200,60,d,100,6,131,48
imagen_nueva261.png,200,60,5,129,7,159,46
imagen_nueva262.png,200,60,x,6,16,39,47
imagen_nueva262.png,200,60,b,38,6,68,48
imagen_nueva262.png,200,60,c,69,17,94,48
imagen_nueva262.png,200,60,8,94,7,124,47
imagen_nueva262.png,200,60,h,125,5,154,48
imagen_nueva263.png,200,60,4,9,8,43,47
imagen_nueva263.png,200,60,c,43,16,72,47
imagen_nueva263.png,200,60,g,72,17,105,57
imagen_nueva263.png,200,60,k,107,6,138,46
imagen_nueva263.png,200,60,3,139,8,169,45
imagen_nueva264.png,200,60,f,10,6,34,46
imagen_nueva264.png,200,60,x,24,16,56,49
imagen_nueva264.png,200,60,m,54,15,99,48
imagen_nueva264.png,200,60,3,100,6,130,46
imagen_nueva264.png,200,60,a,132,15,160,46
imagen_nueva265.png,200,60,d,9,5,44,49
imagen_nueva265.png,200,60,k,46,6,77,48
imagen_nueva265.png,200,60,a,76,17,107,48
imagen_nueva265.png,200,60,6,109,7,141,48
imagen_nueva265.png,200,60,x,139,15,174,47
imagen_nueva266.png,200,60,e,9,17,42,49
imagen_nueva266.png,200,60,6,43,7,75,47
imagen_nueva266.png,200,60,y,74,16,108,57
imagen_nueva266.png,200,60,m,107,16,155,48
imagen_nueva266.png,200,60,5,159,7,190,47
imagen_nueva268.png,200,60,4,9,8,39,48
imagen_nueva268.png,200,60,6,39,8,71,48
imagen_nueva268.png,200,60,g,71,17,102,56
imagen_nueva268.png,200,60,d,102,5,134,48
imagen_nueva268.png,200,60,n,131,16,161,47
imagen_nueva269.png,200,60,d,9,5,43,47
imagen_nueva269.png,200,60,4,38,7,69,48
imagen_nueva269.png,200,60,h,69,6,99,48
imagen_nueva269.png,200,60,5,100,6,130,47
imagen_nueva269.png,200,60,g,130,16,160,55
imagen_nueva27.png,200,60,a,9,20,37,48
imagen_nueva27.png,200,60,e,38,21,67,49
imagen_nueva27.png,200,60,a,68,19,95,47
imagen_nueva27.png,200,60,c,97,21,126,47
imagen_nueva27.png,200,60,7,125,12,153,46
imagen_nueva270.png,200,60,8,8,8,40,48
imagen_nueva270.png,200,60,2,39,8,70,47
imagen_nueva270.png,200,60,b,70,7,102,48
imagen_nueva270.png,200,60,n,101,15,130,47
imagen_nueva270.png,200,60,2,130,7,161,48
imagen_nueva271.png,200,60,8,8,8,42,47
imagen_nueva271.png,200,60,6,42,6,74,48
imagen_nueva271.png,200,60,f,75,7,99,48
imagen_nueva271.png,200,60,7,100,7,128,48
imagen_nueva271.png,200,60,w,129,14,173,47
imagen_nueva272.png,200,60,5,8,9,39,47
imagen_nueva272.png,200,60,b,40,6,70,48
imagen_nueva272.png,200,60,f,70,7,96,47
imagen_nueva272.png,200,60,y,86,17,117,56
imagen_nueva272.png,200,60,k,116,7,147,48
imagen_nueva273.png,200,60,n,7,20,39,48
imagen_nueva273.png,200,60,3,39,11,66,48
imagen_nueva273.png,200,60,w,66,21,98,49
imagen_nueva273.png,200,60,g,96,20,127,57
imagen_nueva273.png,200,60,w,125,21,156,48
imagen_nueva274.png,200,60,f,10,13,37,47
imagen_nueva274.png,200,60,y,38,21,66,56
imagen_nueva274.png,200,60,6,70,13,95,47
imagen_nueva274.png,200,60,d,97,14,127,48
imagen_nueva274.png,200,60,2,126,11,153,48
imagen_nueva275.png,200,60,6,9,7,42,48
imagen_nueva275.png,200,60,d,43,6,76,49
imagen_nueva275.png,200,60,f,76,6,101,48
imagen_nueva275.png,200,60,m,99,16,147,48
imagen_nueva275.png,200,60,3,149,6,181,46
imagen_nueva276.png,200,60,2,8,8,39,48
imagen_nueva276.png,200,60,x,38,15,71,48
imagen_nueva276.png,200,60,m,69,14,114,48
imagen_nueva276.png,200,60,7,117,7,147,47
imagen_nueva276.png,200,60,k,147,6,177,47
imagen_nueva277.png,200,60,y,7,15,39,55
imagen_nueva277.png,200,60,2,37,8,67,48
imagen_nueva277.png,200,60,5,68,8,98,48
imagen_nueva277.png,200,60,d,98,7,132,49
imagen_nueva277.png,200,60,4,130,8,160,48
imagen_nueva278.png,200,60,x,6,15,39,47
imagen_nueva278.png,200,60,a,37,15,65,48
imagen_nueva278.png,200,60,w,67,16,107,48
imagen_nueva278.png,200,60,8,106,8,136,47
imagen_nueva278.png,200,60,n,136,16,167,47
imagen_nueva279.png,200,60,a,9,21,38,48
imagen_nueva279.png,200,60,c,39,21,68,47
imagen_nueva279.png,200,60,a,68,22,97,48
imagen_nueva279.png,200,60,7,97,12,123,47
imagen_nueva279.png,200,60,7,126,13,152,47
imagen_nueva28.png,200,60,b,11,5,42,49
imagen_nueva28.png,200,60,f,43,7,66,48
imagen_nueva28.png,200,60,4,66,8,98,48
imagen_nueva28.png,200,60,d,99,7,132,47
imagen_nueva28.png,200,60,6,134,8,167,48
imagen_nueva280.png,200,60,3,7,8,39,48
imagen_nueva280.png,200,60,g,41,16,71,57
imagen_nueva280.png,200,60,m,71,15,115,47
imagen_nueva280.png,200,60,3,117,6,147,49
imagen_nueva280.png,200,60,g,147,15,177,56
imagen_nueva281.png,200,60,x,7,16,39,47
imagen_nueva281.png,200,60,x,36,15,68,48
imagen_nueva281.png,200,60,y,63,15,95,55
imagen_nueva281.png,200,60,h,94,5,123,48
imagen_nueva281.png,200,60,h,123,5,152,48
imagen_nueva282.png,200,60,e,10,16,38,47
imagen_nueva282.png,200,60,f,41,6,64,48
imagen_nueva282.png,200,60,r,56,15,81,48
imagen_nueva282.png,200,60,n,77,16,106,47
imagen_nueva282.png,200,60,f,107,6,131,47
imagen_nueva283.png,200,60,k,10,6,44,48
imagen_nueva283.png,200,60,4,42,9,75,48
imagen_nueva283.png,200,60,r,77,17,101,48
imagen_nueva283.png,200,60,c,101,17,128,49
imagen_nueva283.png,200,60,8,128,7,160,47
imagen_nueva284.png,200,60,m,6,20,41,48
imagen_nueva284.png,200,60,w,39,21,68,47
imagen_nueva284.png,200,60,2,68,13,95,47
imagen_nueva284.png,200,60,c,97,19,124,47
imagen_nueva284.png,200,60,8,125,12,152,47
imagen_nueva285.png,200,60,c,10,17,37,49
imagen_nueva285.png,200,60,2,35,8,65,49
imagen_nueva285.png,200,60,n,67,15,95,48
imagen_nueva285.png,200,60,f,97,6,121,47
imagen_nueva285.png,200,60,c,114,15,141,47
imagen_nueva286.png,200,60,4,9,7,42,48
imagen_nueva286.png,200,60,x,42,15,76,48
imagen_nueva286.png,200,60,g,73,14,106,56
imagen_nueva286.png,200,60,3,109,7,141,49
imagen_nueva286.png,200,60,g,143,15,176,56
imagen_nueva287.png,200,60,g,8,22,40,58
imagen_nueva287.png,200,60,6,41,12,67,47
imagen_nueva287.png,200,60,e,66,21,97,48
imagen_nueva287.png,200,60,n,95,21,126,48
imagen_nueva287.png,200,60,x,124,19,155,49
imagen_nueva288.png,200,60,y,6,15,42,60
imagen_nueva288.png,200,60,m,42,15,90,48
imagen_nueva288.png,200,60,y,88,16,124,57
imagen_nueva288.png,200,60,g,123,16,156,58
imagen_nueva288.png,200,60,h,157,5,190,49
imagen_nueva289.png,200,60,c,9,17,38,49
imagen_nueva289.png,200,60,x,37,15,70,48
imagen_nueva289.png,200,60,h,70,6,102,47
imagen_nueva289.png,200,60,b,105,7,138,49
imagen_nueva289.png,200,60,e,137,15,169,48
imagen_nueva29.png,200,60,f,12,12,38,48
imagen_nueva29.png,200,60,8,40,13,65,48
imagen_nueva29.png,200,60,3,69,13,95,47
imagen_nueva29.png,200,60,n,96,21,125,48
imagen_nueva29.png,200,60,a,127,22,156,49
imagen_nueva290.png,200,60,b,5,12,40,48
imagen_nueva290.png,200,60,n,37,20,68,48
imagen_nueva290.png,200,60,r,67,20,97,48
imagen_nueva290.png,200,60,3,98,12,124,49
imagen_nueva290.png,200,60,r,126,21,155,48
imagen_nueva291.png,200,60,k,10,6,43,49
imagen_nueva291.png,200,60,5,43,6,74,48
imagen_nueva291.png,200,60,3,75,9,107,48
imagen_nueva291.png,200,60,x,107,15,140,48
imagen_nueva291.png,200,60,g,140,16,173,57
imagen_nueva292.png,200,60,e,9,16,43,48
imagen_nueva292.png,200,60,7,43,7,75,49
imagen_nueva292.png,200,60,8,75,8,109,48
imagen_nueva292.png,200,60,2,110,8,142,49
imagen_nueva292.png,200,60,6,143,7,175,47
imagen_nueva294.png,200,60,k,9,7,41,48
imagen_nueva294.png,200,60,c,38,17,65,48
imagen_nueva294.png,200,60,x,62,16,94,48
imagen_nueva294.png,200,60,k,91,4,121,48
imagen_nueva294.png,200,60,7,122,8,152,48
imagen_nueva295.png,200,60,h,10,6,38,48
imagen_nueva295.png,200,60,w,41,15,80,48
imagen_nueva295.png,200,60,x,76,16,111,47
imagen_nueva295.png,200,60,x,104,14,137,47
imagen_nueva295.png,200,60,d,135,4,167,48
imagen_nueva296.png,200,60,p,5,21,39,58
imagen_nueva296.png,200,60,d,38,13,70,49
imagen_nueva296.png,200,60,5,69,11,95,49
imagen_nueva296.png,200,60,4,96,13,124,48
imagen_nueva296.png,200,60,5,126,13,153,47
imagen_nueva297.png,200,60,2,9,12,38,49
imagen_nueva297.png,200,60,a,38,21,68,48
imagen_nueva297.png,200,60,2,67,12,96,48
imagen_nueva297.png,200,60,n,96,20,125,48
imagen_nueva297.png,200,60,y,124,21,154,56
imagen_nueva298.png,200,60,f,11,14,39,47
imagen_nueva298.png,200,60,3,39,13,67,48
imagen_nueva298.png,200,60,h,65,12,97,49
imagen_nueva298.png,200,60,n,94,20,127,49
imagen_nueva298.png,200,60,w,122,22,157,46
imagen_nueva299.png,200,60,6,7,7,43,49
imagen_nueva299.png,200,60,4,42,8,76,46
imagen_nueva299.png,200,60,p,77,16,111,58
imagen_nueva299.png,200,60,a,110,15,141,46
imagen_nueva299.png,200,60,3,144,7,177,47
imagen_nueva3.png,200,60,e,9,16,39,49
imagen_nueva3.png,200,60,b,40,6,68,49
imagen_nueva3.png,200,60,8,70,7,98,48
imagen_nueva3.png,200,60,2,100,8,129,48
imagen_nueva3.png,200,60,m,131,15,177,48
imagen_nueva30.png,200,60,7,13,8,40,47
imagen_nueva30.png,200,60,h,41,7,70,48
imagen_nueva30.png,200,60,c,72,17,98,49
imagen_nueva30.png,200,60,w,99,14,136,48
imagen_nueva30.png,200,60,a,136,17,164,48
imagen_nueva300.png,200,60,e,7,21,37,48
imagen_nueva300.png,200,60,d,38,14,69,49
imagen_nueva300.png,200,60,2,68,13,95,48
imagen_nueva300.png,200,60,7,96,12,125,48
imagen_nueva300.png,200,60,8,126,11,152,47
imagen_nueva301.png,200,60,6,11,12,36,48
imagen_nueva301.png,200,60,y,36,22,68,56
imagen_nueva301.png,200,60,c,68,21,97,48
imagen_nueva301.png,200,60,3,97,12,124,47
imagen_nueva301.png,200,60,k,124,12,155,48
imagen_nueva302.png,200,60,b,10,6,44,49
imagen_nueva302.png,200,60,c,44,16,72,48
imagen_nueva302.png,200,60,w,71,15,116,48
imagen_nueva302.png,200,60,k,117,7,149,48
imagen_nueva302.png,200,60,r,149,15,173,47
imagen_nueva304.png,200,60,y,7,16,39,56
imagen_nueva304.png,200,60,e,38,17,67,48
imagen_nueva304.png,200,60,e,67,17,97,49
imagen_nueva304.png,200,60,f,98,7,122,47
imagen_nueva304.png,200,60,m,114,16,159,47
imagen_nueva305.png,200,60,n,9,17,39,47
imagen_nueva305.png,200,60,b,39,7,70,48
imagen_nueva305.png,200,60,5,67,8,98,49
imagen_nueva305.png,200,60,c,101,17,128,47
imagen_nueva305.png,200,60,c,126,16,152,47
imagen_nueva306.png,200,60,n,8,22,39,49
imagen_nueva306.png,200,60,p,35,20,68,57
imagen_nueva306.png,200,60,2,68,13,94,47
imagen_nueva306.png,200,60,h,95,12,127,47
imagen_nueva306.png,200,60,5,126,12,154,47
imagen_nueva307.png,200,60,3,9,8,44,49
imagen_nueva307.png,200,60,5,44,8,76,48
imagen_nueva307.png,200,60,b,78,7,111,49
imagen_nueva307.png,200,60,y,109,16,142,58
imagen_nueva307.png,200,60,w,142,15,186,49
imagen_nueva308.png,200,60,a,9,21,39,49
imagen_nueva308.png,200,60,e,37,20,67,47
imagen_nueva308.png,200,60,7,67,12,94,48
imagen_nueva308.png,200,60,p,94,22,126,56
imagen_nueva308.png,200,60,k,124,12,156,49
imagen_nueva309.png,200,60,x,7,15,42,48
imagen_nueva309.png,200,60,6,39,7,74,48
imagen_nueva309.png,200,60,4,74,7,108,48
imagen_nueva309.png,200,60,5,108,8,140,48
imagen_nueva309.png,200,60,4,142,8,174,47
imagen_nueva310.png,200,60,w,7,15,54,48
imagen_nueva310.png,200,60,3,54,7,85,47
imagen_nueva310.png,200,60,4,88,7,121,47
imagen_nueva310.png,200,60,3,121,6,154,46
imagen_nueva310.png,200,60,5,155,7,189,47
imagen_nueva311.png,200,60,k,10,6,43,48
imagen_nueva311.png,200,60,g,42,16,75,57
imagen_nueva311.png,200,60,d,77,5,110,48
imagen_nueva311.png,200,60,d,109,4,142,48
imagen_nueva311.png,200,60,2,143,7,176,48
imagen_nueva312.png,200,60,w,7,21,40,49
